RecordID,ProductID,Name,Color,StandardCost,ListPrice,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,Style,ProductSubCategory,ProductCategory,UpdatedListPrice,UpdatedCost,SpecialOfferID,DiscountDescription,DiscountPct,DiscountType,DiscountCategory,StartDate,EndDate,MinQty,MaxQty,Cluster
102,762,"Road-650 Red, 44",Red,486.7066,782.99,44.0,CM ,LB ,18.77,U ,Road Bikes,Bikes,782.99,486.7066,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
103,762,"Road-650 Red, 44",Red,486.7066,782.99,44.0,CM ,LB ,18.77,U ,Road Bikes,Bikes,782.99,486.7066,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
104,762,"Road-650 Red, 44",Red,486.7066,782.99,44.0,CM ,LB ,18.77,U ,Road Bikes,Bikes,782.99,486.7066,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,2012-05-30 00:00:00.000,2012-07-30 00:00:00.000,0,99999999.0,4
105,763,"Road-650 Red, 48",Red,486.7066,782.99,48.0,CM ,LB ,19.13,U ,Road Bikes,Bikes,782.99,486.7066,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
106,763,"Road-650 Red, 48",Red,486.7066,782.99,48.0,CM ,LB ,19.13,U ,Road Bikes,Bikes,782.99,486.7066,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
107,763,"Road-650 Red, 48",Red,486.7066,782.99,48.0,CM ,LB ,19.13,U ,Road Bikes,Bikes,782.99,486.7066,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
108,764,"Road-650 Red, 52",Red,486.7066,782.99,52.0,CM ,LB ,19.42,U ,Road Bikes,Bikes,782.99,486.7066,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
109,765,"Road-650 Black, 58",Black,486.7066,782.99,58.0,CM ,LB ,19.79,U ,Road Bikes,Bikes,782.99,486.7066,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
110,765,"Road-650 Black, 58",Black,486.7066,782.99,58.0,CM ,LB ,19.79,U ,Road Bikes,Bikes,782.99,486.7066,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
111,765,"Road-650 Black, 58",Black,486.7066,782.99,58.0,CM ,LB ,19.79,U ,Road Bikes,Bikes,782.99,486.7066,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
112,766,"Road-650 Black, 60",Black,486.7066,782.99,60.0,CM ,LB ,19.9,U ,Road Bikes,Bikes,782.99,486.7066,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
113,766,"Road-650 Black, 60",Black,486.7066,782.99,60.0,CM ,LB ,19.9,U ,Road Bikes,Bikes,782.99,486.7066,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
114,767,"Road-650 Black, 62",Black,486.7066,782.99,62.0,CM ,LB ,20.0,U ,Road Bikes,Bikes,782.99,486.7066,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
115,768,"Road-650 Black, 44",Black,486.7066,782.99,44.0,CM ,LB ,18.77,U ,Road Bikes,Bikes,782.99,486.7066,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
116,768,"Road-650 Black, 44",Black,486.7066,782.99,44.0,CM ,LB ,18.77,U ,Road Bikes,Bikes,782.99,486.7066,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
117,769,"Road-650 Black, 48",Black,486.7066,782.99,48.0,CM ,LB ,19.13,U ,Road Bikes,Bikes,782.99,486.7066,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
118,770,"Road-650 Black, 52",Black,486.7066,782.99,52.0,CM ,LB ,19.42,U ,Road Bikes,Bikes,782.99,486.7066,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
119,770,"Road-650 Black, 52",Black,486.7066,782.99,52.0,CM ,LB ,19.42,U ,Road Bikes,Bikes,782.99,486.7066,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
120,770,"Road-650 Black, 52",Black,486.7066,782.99,52.0,CM ,LB ,19.42,U ,Road Bikes,Bikes,782.99,486.7066,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
121,771,"Mountain-100 Silver, 38",Silver,1912.1544,3399.99,38.0,CM ,LB ,20.35,U ,Mountain Bikes,Bikes,3399.99,1912.1544,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
122,771,"Mountain-100 Silver, 38",Silver,1912.1544,3399.99,38.0,CM ,LB ,20.35,U ,Mountain Bikes,Bikes,3399.99,1912.1544,7,Mountain-100 Clearance Sale,0.35,Discontinued Product,Reseller,2012-04-13 00:00:00.000,2012-05-29 00:00:00.000,0,99999999.0,1
123,772,"Mountain-100 Silver, 42",Silver,1912.1544,3399.99,42.0,CM ,LB ,20.77,U ,Mountain Bikes,Bikes,3399.99,1912.1544,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
124,772,"Mountain-100 Silver, 42",Silver,1912.1544,3399.99,42.0,CM ,LB ,20.77,U ,Mountain Bikes,Bikes,3399.99,1912.1544,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
125,772,"Mountain-100 Silver, 42",Silver,1912.1544,3399.99,42.0,CM ,LB ,20.77,U ,Mountain Bikes,Bikes,3399.99,1912.1544,7,Mountain-100 Clearance Sale,0.35,Discontinued Product,Reseller,2012-04-13 00:00:00.000,2012-05-29 00:00:00.000,0,99999999.0,1
126,773,"Mountain-100 Silver, 44",Silver,1912.1544,3399.99,44.0,CM ,LB ,21.13,U ,Mountain Bikes,Bikes,3399.99,1912.1544,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
127,773,"Mountain-100 Silver, 44",Silver,1912.1544,3399.99,44.0,CM ,LB ,21.13,U ,Mountain Bikes,Bikes,3399.99,1912.1544,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
128,773,"Mountain-100 Silver, 44",Silver,1912.1544,3399.99,44.0,CM ,LB ,21.13,U ,Mountain Bikes,Bikes,3399.99,1912.1544,7,Mountain-100 Clearance Sale,0.35,Discontinued Product,Reseller,2012-04-13 00:00:00.000,2012-05-29 00:00:00.000,0,99999999.0,1
129,774,"Mountain-100 Silver, 48",Silver,1912.1544,3399.99,48.0,CM ,LB ,21.42,U ,Mountain Bikes,Bikes,3399.99,1912.1544,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
130,774,"Mountain-100 Silver, 48",Silver,1912.1544,3399.99,48.0,CM ,LB ,21.42,U ,Mountain Bikes,Bikes,3399.99,1912.1544,7,Mountain-100 Clearance Sale,0.35,Discontinued Product,Reseller,2012-04-13 00:00:00.000,2012-05-29 00:00:00.000,0,99999999.0,1
131,775,"Mountain-100 Black, 38",Black,1898.0944,3374.99,38.0,CM ,LB ,20.35,U ,Mountain Bikes,Bikes,3374.99,1898.0944,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
132,775,"Mountain-100 Black, 38",Black,1898.0944,3374.99,38.0,CM ,LB ,20.35,U ,Mountain Bikes,Bikes,3374.99,1898.0944,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
133,775,"Mountain-100 Black, 38",Black,1898.0944,3374.99,38.0,CM ,LB ,20.35,U ,Mountain Bikes,Bikes,3374.99,1898.0944,7,Mountain-100 Clearance Sale,0.35,Discontinued Product,Reseller,2012-04-13 00:00:00.000,2012-05-29 00:00:00.000,0,99999999.0,1
134,776,"Mountain-100 Black, 42",Black,1898.0944,3374.99,42.0,CM ,LB ,20.77,U ,Mountain Bikes,Bikes,3374.99,1898.0944,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
135,776,"Mountain-100 Black, 42",Black,1898.0944,3374.99,42.0,CM ,LB ,20.77,U ,Mountain Bikes,Bikes,3374.99,1898.0944,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
136,776,"Mountain-100 Black, 42",Black,1898.0944,3374.99,42.0,CM ,LB ,20.77,U ,Mountain Bikes,Bikes,3374.99,1898.0944,7,Mountain-100 Clearance Sale,0.35,Discontinued Product,Reseller,2012-04-13 00:00:00.000,2012-05-29 00:00:00.000,0,99999999.0,1
137,777,"Mountain-100 Black, 44",Black,1898.0944,3374.99,44.0,CM ,LB ,21.13,U ,Mountain Bikes,Bikes,3374.99,1898.0944,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
138,777,"Mountain-100 Black, 44",Black,1898.0944,3374.99,44.0,CM ,LB ,21.13,U ,Mountain Bikes,Bikes,3374.99,1898.0944,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
139,777,"Mountain-100 Black, 44",Black,1898.0944,3374.99,44.0,CM ,LB ,21.13,U ,Mountain Bikes,Bikes,3374.99,1898.0944,7,Mountain-100 Clearance Sale,0.35,Discontinued Product,Reseller,2012-04-13 00:00:00.000,2012-05-29 00:00:00.000,0,99999999.0,1
140,778,"Mountain-100 Black, 48",Black,1898.0944,3374.99,48.0,CM ,LB ,21.42,U ,Mountain Bikes,Bikes,3374.99,1898.0944,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
141,778,"Mountain-100 Black, 48",Black,1898.0944,3374.99,48.0,CM ,LB ,21.42,U ,Mountain Bikes,Bikes,3374.99,1898.0944,7,Mountain-100 Clearance Sale,0.35,Discontinued Product,Reseller,2012-04-13 00:00:00.000,2012-05-29 00:00:00.000,0,99999999.0,1
142,779,"Mountain-200 Silver, 38",Silver,1265.6195,2319.99,38.0,CM ,LB ,23.35,U ,Mountain Bikes,Bikes,2319.99,1265.6195,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
143,779,"Mountain-200 Silver, 38",Silver,1265.6195,2319.99,38.0,CM ,LB ,23.35,U ,Mountain Bikes,Bikes,2319.99,1265.6195,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
144,780,"Mountain-200 Silver, 42",Silver,1265.6195,2319.99,42.0,CM ,LB ,23.77,U ,Mountain Bikes,Bikes,2319.99,1265.6195,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
145,780,"Mountain-200 Silver, 42",Silver,1265.6195,2319.99,42.0,CM ,LB ,23.77,U ,Mountain Bikes,Bikes,2319.99,1265.6195,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
146,780,"Mountain-200 Silver, 42",Silver,1265.6195,2319.99,42.0,CM ,LB ,23.77,U ,Mountain Bikes,Bikes,2319.99,1265.6195,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,1
147,781,"Mountain-200 Silver, 46",Silver,1265.6195,2319.99,46.0,CM ,LB ,24.13,U ,Mountain Bikes,Bikes,2319.99,1265.6195,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
148,781,"Mountain-200 Silver, 46",Silver,1265.6195,2319.99,46.0,CM ,LB ,24.13,U ,Mountain Bikes,Bikes,2319.99,1265.6195,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
149,782,"Mountain-200 Black, 38",Black,1251.9813,2294.99,38.0,CM ,LB ,23.35,U ,Mountain Bikes,Bikes,2294.99,1251.9813,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
150,782,"Mountain-200 Black, 38",Black,1251.9813,2294.99,38.0,CM ,LB ,23.35,U ,Mountain Bikes,Bikes,2294.99,1251.9813,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
151,782,"Mountain-200 Black, 38",Black,1251.9813,2294.99,38.0,CM ,LB ,23.35,U ,Mountain Bikes,Bikes,2294.99,1251.9813,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,1
152,782,"Mountain-200 Black, 38",Black,1251.9813,2294.99,38.0,CM ,LB ,23.35,U ,Mountain Bikes,Bikes,2294.99,1251.9813,16,Mountain-500 Silver Clearance Sale,0.4,Discontinued Product,Reseller,2014-03-31 00:00:00.000,2013-05-30 00:00:00.000,0,99999999.0,4
153,783,"Mountain-200 Black, 42",Black,1251.9813,2294.99,42.0,CM ,LB ,23.77,U ,Mountain Bikes,Bikes,2294.99,1251.9813,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
154,783,"Mountain-200 Black, 42",Black,1251.9813,2294.99,42.0,CM ,LB ,23.77,U ,Mountain Bikes,Bikes,2294.99,1251.9813,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
155,783,"Mountain-200 Black, 42",Black,1251.9813,2294.99,42.0,CM ,LB ,23.77,U ,Mountain Bikes,Bikes,2294.99,1251.9813,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,1
156,784,"Mountain-200 Black, 46",Black,1251.9813,2294.99,46.0,CM ,LB ,24.13,U ,Mountain Bikes,Bikes,2294.99,1251.9813,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
157,784,"Mountain-200 Black, 46",Black,1251.9813,2294.99,46.0,CM ,LB ,24.13,U ,Mountain Bikes,Bikes,2294.99,1251.9813,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
158,784,"Mountain-200 Black, 46",Black,1251.9813,2294.99,46.0,CM ,LB ,24.13,U ,Mountain Bikes,Bikes,2294.99,1251.9813,16,Mountain-500 Silver Clearance Sale,0.4,Discontinued Product,Reseller,2014-03-31 00:00:00.000,2013-05-30 00:00:00.000,0,99999999.0,4
159,785,"Mountain-300 Black, 38",Black,598.4354,1079.99,38.0,CM ,LB ,25.35,U ,Mountain Bikes,Bikes,1079.99,598.4354,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
160,785,"Mountain-300 Black, 38",Black,598.4354,1079.99,38.0,CM ,LB ,25.35,U ,Mountain Bikes,Bikes,1079.99,598.4354,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
161,786,"Mountain-300 Black, 40",Black,598.4354,1079.99,40.0,CM ,LB ,25.77,U ,Mountain Bikes,Bikes,1079.99,598.4354,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
162,786,"Mountain-300 Black, 40",Black,598.4354,1079.99,40.0,CM ,LB ,25.77,U ,Mountain Bikes,Bikes,1079.99,598.4354,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
163,787,"Mountain-300 Black, 44",Black,598.4354,1079.99,44.0,CM ,LB ,26.13,U ,Mountain Bikes,Bikes,1079.99,598.4354,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
164,788,"Mountain-300 Black, 48",Black,598.4354,1079.99,48.0,CM ,LB ,26.42,U ,Mountain Bikes,Bikes,1079.99,598.4354,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
165,788,"Mountain-300 Black, 48",Black,598.4354,1079.99,48.0,CM ,LB ,26.42,U ,Mountain Bikes,Bikes,1079.99,598.4354,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
166,789,"Road-250 Red, 44",Red,1518.7864,2443.35,44.0,CM ,LB ,14.77,U ,Road Bikes,Bikes,2443.35,1518.7864,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
167,789,"Road-250 Red, 44",Red,1518.7864,2443.35,44.0,CM ,LB ,14.77,U ,Road Bikes,Bikes,2443.35,1518.7864,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
168,789,"Road-250 Red, 44",Red,1518.7864,2443.35,44.0,CM ,LB ,14.77,U ,Road Bikes,Bikes,2443.35,1518.7864,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,1
169,790,"Road-250 Red, 48",Red,1518.7864,2443.35,48.0,CM ,LB ,15.13,U ,Road Bikes,Bikes,2443.35,1518.7864,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
170,790,"Road-250 Red, 48",Red,1518.7864,2443.35,48.0,CM ,LB ,15.13,U ,Road Bikes,Bikes,2443.35,1518.7864,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
171,791,"Road-250 Red, 52",Red,1518.7864,2443.35,52.0,CM ,LB ,15.42,U ,Road Bikes,Bikes,2443.35,1518.7864,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
172,792,"Road-250 Red, 58",Red,1554.9479,2443.35,58.0,CM ,LB ,15.79,U ,Road Bikes,Bikes,2443.35,1554.9479,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
173,793,"Road-250 Black, 44",Black,1554.9479,2443.35,44.0,CM ,LB ,14.77,U ,Road Bikes,Bikes,2443.35,1554.9479,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
174,793,"Road-250 Black, 44",Black,1554.9479,2443.35,44.0,CM ,LB ,14.77,U ,Road Bikes,Bikes,2443.35,1554.9479,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
175,794,"Road-250 Black, 48",Black,1554.9479,2443.35,48.0,CM ,LB ,15.13,U ,Road Bikes,Bikes,2443.35,1554.9479,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
176,794,"Road-250 Black, 48",Black,1554.9479,2443.35,48.0,CM ,LB ,15.13,U ,Road Bikes,Bikes,2443.35,1554.9479,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,1
177,794,"Road-250 Black, 48",Black,1554.9479,2443.35,48.0,CM ,LB ,15.13,U ,Road Bikes,Bikes,2443.35,1554.9479,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,25,40.0,1
178,795,"Road-250 Black, 52",Black,1554.9479,2443.35,52.0,CM ,LB ,15.42,U ,Road Bikes,Bikes,2443.35,1554.9479,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
179,796,"Road-250 Black, 58",Black,1554.9479,2443.35,58.0,CM ,LB ,15.68,U ,Road Bikes,Bikes,2443.35,1554.9479,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,1
180,797,"Road-550-W Yellow, 38",Yellow,713.0798,1120.49,38.0,CM ,LB ,17.35,W ,Road Bikes,Bikes,1120.49,713.0798,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
181,797,"Road-550-W Yellow, 38",Yellow,713.0798,1120.49,38.0,CM ,LB ,17.35,W ,Road Bikes,Bikes,1120.49,713.0798,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
182,798,"Road-550-W Yellow, 40",Yellow,713.0798,1120.49,40.0,CM ,LB ,17.77,W ,Road Bikes,Bikes,1120.49,713.0798,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
183,798,"Road-550-W Yellow, 40",Yellow,713.0798,1120.49,40.0,CM ,LB ,17.77,W ,Road Bikes,Bikes,1120.49,713.0798,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
184,799,"Road-550-W Yellow, 42",Yellow,713.0798,1120.49,42.0,CM ,LB ,18.13,W ,Road Bikes,Bikes,1120.49,713.0798,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
185,800,"Road-550-W Yellow, 44",Yellow,713.0798,1120.49,44.0,CM ,LB ,18.42,W ,Road Bikes,Bikes,1120.49,713.0798,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
186,801,"Road-550-W Yellow, 48",Yellow,713.0798,1120.49,48.0,CM ,LB ,18.68,W ,Road Bikes,Bikes,1120.49,713.0798,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
187,801,"Road-550-W Yellow, 48",Yellow,713.0798,1120.49,48.0,CM ,LB ,18.68,W ,Road Bikes,Bikes,1120.49,713.0798,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
188,801,"Road-550-W Yellow, 48",Yellow,713.0798,1120.49,48.0,CM ,LB ,18.68,W ,Road Bikes,Bikes,1120.49,713.0798,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
189,802,LL Fork,No Color,65.8097,148.22,0.0,NA,NA,0.0,NA,Forks,Components,148.22,65.8097,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
190,803,ML Fork,No Color,77.9176,175.49,0.0,NA,NA,0.0,NA,Forks,Components,175.49,77.9176,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
191,804,HL Fork,No Color,101.8936,229.49,0.0,NA,NA,0.0,NA,Forks,Components,229.49,101.8936,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
192,804,HL Fork,No Color,101.8936,229.49,0.0,NA,NA,0.0,NA,Forks,Components,229.49,101.8936,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
193,805,LL Headset,No Color,15.1848,34.2,0.0,NA,NA,0.0,NA,Headsets,Components,34.2,15.1848,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
194,806,ML Headset,No Color,45.4168,102.29,0.0,NA,NA,0.0,NA,Headsets,Components,102.29,45.4168,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
195,806,ML Headset,No Color,45.4168,102.29,0.0,NA,NA,0.0,NA,Headsets,Components,102.29,45.4168,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
196,806,ML Headset,No Color,45.4168,102.29,0.0,NA,NA,0.0,NA,Headsets,Components,102.29,45.4168,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
197,807,HL Headset,No Color,55.3801,124.73,0.0,NA,NA,0.0,NA,Headsets,Components,124.73,55.3801,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
198,808,LL Mountain Handlebars,No Color,19.7758,44.54,0.0,NA,NA,0.0,NA,Handlebars,Components,44.54,19.7758,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
199,808,LL Mountain Handlebars,No Color,19.7758,44.54,0.0,NA,NA,0.0,NA,Handlebars,Components,44.54,19.7758,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
200,808,LL Mountain Handlebars,No Color,19.7758,44.54,0.0,NA,NA,0.0,NA,Handlebars,Components,44.54,19.7758,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
201,809,ML Mountain Handlebars,No Color,27.4925,61.92,0.0,NA,NA,0.0,NA,Handlebars,Components,61.92,27.4925,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
